codepoint	unicode_name	suggested_subsets
U+04DA	CYRILLIC CAPITAL LETTER SCHWA WITH DIAERESIS	cyrillic-ext
U+04DB	CYRILLIC SMALL LETTER SCHWA WITH DIAERESIS	cyrillic-ext
U+04DC	CYRILLIC CAPITAL LETTER ZHE WITH DIAERESIS	cyrillic-ext
U+04DD	CYRILLIC SMALL LETTER ZHE WITH DIAERESIS	cyrillic-ext
U+04DE	CYRILLIC CAPITAL LETTER ZE WITH DIAERESIS	cyrillic-ext
U+04DF	CYRILLIC SMALL LETTER ZE WITH DIAERESIS	cyrillic-ext
U+04E0	CYRILLIC CAPITAL LETTER ABKHASIAN DZE	cyrillic-ext
U+04E1	CYRILLIC SMALL LETTER ABKHASIAN DZE	cyrillic-ext
U+04E2	CYRILLIC CAPITAL LETTER I WITH MACRON	cyrillic-ext
U+04E3	CYRILLIC SMALL LETTER I WITH MACRON	cyrillic-ext
U+04E4	CYRILLIC CAPITAL LETTER I WITH DIAERESIS	cyrillic-ext
U+04E5	CYRILLIC SMALL LETTER I WITH DIAERESIS	cyrillic-ext
U+04E6	CYRILLIC CAPITAL LETTER O WITH DIAERESIS	cyrillic-ext
U+04E7	CYRILLIC SMALL LETTER O WITH DIAERESIS	cyrillic-ext
U+04E8	CYRILLIC CAPITAL LETTER BARRED O	cyrillic-ext
U+04E9	CYRILLIC SMALL LETTER BARRED O	cyrillic-ext
U+04EA	CYRILLIC CAPITAL LETTER BARRED O WITH DIAERESIS	cyrillic-ext
U+04EB	CYRILLIC SMALL LETTER BARRED O WITH DIAERESIS	cyrillic-ext
U+04EC	CYRILLIC CAPITAL LETTER E WITH DIAERESIS	cyrillic-ext
U+04ED	CYRILLIC SMALL LETTER E WITH DIAERESIS	cyrillic-ext
U+04EE	CYRILLIC CAPITAL LETTER U WITH MACRON	cyrillic-ext
U+04EF	CYRILLIC SMALL LETTER U WITH MACRON	cyrillic-ext
U+04F0	CYRILLIC CAPITAL LETTER U WITH DIAERESIS	cyrillic-ext
U+04F1	CYRILLIC SMALL LETTER U WITH DIAERESIS	cyrillic-ext
U+04F2	CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE	cyrillic-ext
U+04F3	CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE	cyrillic-ext
U+04F4	CYRILLIC CAPITAL LETTER CHE WITH DIAERESIS	cyrillic-ext
U+04F5	CYRILLIC SMALL LETTER CHE WITH DIAERESIS	cyrillic-ext
U+04F6	CYRILLIC CAPITAL LETTER GHE WITH DESCENDER	cyrillic-ext
U+04F7	CYRILLIC SMALL LETTER GHE WITH DESCENDER	cyrillic-ext
U+04F8	CYRILLIC CAPITAL LETTER YERU WITH DIAERESIS	cyrillic-ext
U+04F9	CYRILLIC SMALL LETTER YERU WITH DIAERESIS	cyrillic-ext
U+04FC	CYRILLIC CAPITAL LETTER HA WITH HOOK	cyrillic-ext
U+04FD	CYRILLIC SMALL LETTER HA WITH HOOK	cyrillic-ext
U+0510	CYRILLIC CAPITAL LETTER REVERSED ZE	cyrillic-ext
U+0511	CYRILLIC SMALL LETTER REVERSED ZE	cyrillic-ext
U+0512	CYRILLIC CAPITAL LETTER EL WITH HOOK	cyrillic-ext
U+0513	CYRILLIC SMALL LETTER EL WITH HOOK	cyrillic-ext
U+051C	CYRILLIC CAPITAL LETTER WE	cyrillic-ext
U+051D	CYRILLIC SMALL LETTER WE	cyrillic-ext
U+1E02	LATIN CAPITAL LETTER B WITH DOT ABOVE	latin-ext
U+1E03	LATIN SMALL LETTER B WITH DOT ABOVE	latin-ext
U+1E20	LATIN CAPITAL LETTER G WITH MACRON	latin-ext
U+1E21	LATIN SMALL LETTER G WITH MACRON	latin-ext
U+1E28	LATIN CAPITAL LETTER H WITH CEDILLA	latin-ext
U+1E29	LATIN SMALL LETTER H WITH CEDILLA	latin-ext
U+1E80	LATIN CAPITAL LETTER W WITH GRAVE	latin-ext
U+1E81	LATIN SMALL LETTER W WITH GRAVE	latin-ext
U+1E82	LATIN CAPITAL LETTER W WITH ACUTE	latin-ext
U+1E83	LATIN SMALL LETTER W WITH ACUTE	latin-ext
U+1E84	LATIN CAPITAL LETTER W WITH DIAERESIS	latin-ext
U+1E85	LATIN SMALL LETTER W WITH DIAERESIS	latin-ext
U+1E9E	LATIN CAPITAL LETTER SHARP S	latin-ext
U+1EA0	LATIN CAPITAL LETTER A WITH DOT BELOW	vietnamese
U+1EA1	LATIN SMALL LETTER A WITH DOT BELOW	vietnamese
U+1EB8	LATIN CAPITAL LETTER E WITH DOT BELOW	vietnamese
U+1EB9	LATIN SMALL LETTER E WITH DOT BELOW	vietnamese
U+1EBC	LATIN CAPITAL LETTER E WITH TILDE	vietnamese
U+1EBD	LATIN SMALL LETTER E WITH TILDE	vietnamese
U+1ECA	LATIN CAPITAL LETTER I WITH DOT BELOW	vietnamese
U+1ECB	LATIN SMALL LETTER I WITH DOT BELOW	vietnamese
U+1ECC	LATIN CAPITAL LETTER O WITH DOT BELOW	vietnamese
U+1ECD	LATIN SMALL LETTER O WITH DOT BELOW	vietnamese
U+1EE4	LATIN CAPITAL LETTER U WITH DOT BELOW	vietnamese
U+1EE5	LATIN SMALL LETTER U WITH DOT BELOW	vietnamese
U+1EF2	LATIN CAPITAL LETTER Y WITH GRAVE	latin-ext,vietnamese
U+1EF3	LATIN SMALL LETTER Y WITH GRAVE	latin-ext,vietnamese
U+1EF8	LATIN CAPITAL LETTER Y WITH TILDE	latin-ext,vietnamese
U+1EF9	LATIN SMALL LETTER Y WITH TILDE	latin-ext,vietnamese
U+2002	EN SPACE	latin,nushu
U+2007	FIGURE SPACE	symbols2
U+2008	PUNCTUATION SPACE	symbols2
U+2010	HYPHEN	arabic,armenian,cham,coptic,hebrew,kaithi,kayah-li,kharoshthi,lisu,sora-sompeng,sundanese,syloti-nagri,yi
U+2011	NON-BREAKING HYPHEN	arabic,syloti-nagri,yi
U+2013	EN DASH	adlam,khudawadi,latin,mongolian
U+2014	EM DASH	adlam,khudawadi,latin,mongolian
U+2015	HORIZONTAL BAR	adlam
U+2018	LEFT SINGLE QUOTATION MARK	adlam,gunjala-gondi,latin,masaram-gondi,thaana
U+2019	RIGHT SINGLE QUOTATION MARK	adlam,gunjala-gondi,latin,masaram-gondi,thaana
U+201A	SINGLE LOW-9 QUOTATION MARK	adlam,latin
U+201C	LEFT DOUBLE QUOTATION MARK	adlam,gunjala-gondi,latin,masaram-gondi,mongolian,thaana,wancho
U+201D	RIGHT DOUBLE QUOTATION MARK	adlam,gunjala-gondi,latin,masaram-gondi,mongolian,thaana,wancho
U+201E	DOUBLE LOW-9 QUOTATION MARK	adlam,latin
U+2020	DAGGER	adlam,latin-ext
U+2021	DOUBLE DAGGER	adlam
U+2024	ONE DOT LEADER	armenian
U+2025	TWO DOT LEADER	phags-pa
U+2026	HORIZONTAL ELLIPSIS	adlam,gunjala-gondi,latin,masaram-gondi,meroitic,phags-pa,syriac
U+2030	PER MILLE SIGN	adlam
U+2039	SINGLE LEFT-POINTING ANGLE QUOTATION MARK	adlam,latin
U+203A	SINGLE RIGHT-POINTING ANGLE QUOTATION MARK	adlam,latin
U+2044	FRACTION SLASH	adlam,devanagari,latin,syriac
U+2048	QUESTION EXCLAMATION MARK	mongolian
U+2049	EXCLAMATION QUESTION MARK	mongolian
U+20A3	FRENCH FRANC SIGN	latin-ext
U+20AC	EURO SIGN	latin
U+20B4	HRYVNIA SIGN	cyrillic-ext,latin-ext
U+20B8	TENGE SIGN	latin-ext
U+20BD	RUBLE SIGN	latin-ext
U+20BF	BITCOIN SIGN	latin-ext
U+20F0	COMBINING ASTERISK ABOVE	devanagari,grantha
U+2113	SCRIPT SMALL L	latin-ext
U+2116	NUMERO SIGN	cyrillic
U+2122	TRADE MARK SIGN	latin
U+A78B	LATIN CAPITAL LETTER SALTILLO	latin-ext,tai-viet
U+A78C	LATIN SMALL LETTER SALTILLO	latin-ext,tai-viet
U+FEFF	ZERO WIDTH NO-BREAK SPACE	latin
